code,name,close,market_capitalization,dividend_yield,payout_ratio,pe_ratio,earnings_share,beta,volume_avg_30d,52_week_high,52_week_low,ex_dividend_date,next_div_date,days_until_exdiv,pct_from_52w_low
TD,The Toronto-Dominion Bank,132.27,223.18276608,3.3,0.36330003,11.308823,11.56,0.89,6056.846,132.72,76.33,1767916800,2026-01-09,2,73.28704310231889
BMO,Bank of Montreal,184.59,131.57838848,3.64,0.5629,16.05682,11.44,1.223,2394.61,185.86,121.31,1769731200,2026-01-30,23,52.163877668782455
