code,name,close,market_capitalization,dividend_yield,payout_ratio,pe_ratio,earnings_share,beta,volume_avg_30d,52_week_high,52_week_low,ex_dividend_date,next_div_date,days_until_exdiv,pct_from_52w_low
TD,The Toronto-Dominion Bank,130.73,222.209671168,3.32,0.36330003,11.259516,11.56,0.89,6306.0,132.72,76.33,1767916800,2026-01-09,1,71.26948775055678
BMO,Bank of Montreal,183.69,131.277545472,3.64,0.5629,16.020105,11.44,1.223,2411.341,185.86,121.31,1769731200,2026-01-30,22,51.421976753771325
