code,name,close,market_capitalization,dividend_yield,payout_ratio,pe_ratio,earnings_share,beta,volume_avg_30d,52_week_high,52_week_low,ex_dividend_date,next_div_date,days_until_exdiv,pct_from_52w_low
BMO,Bank of Montreal,185.09,134.264537088,3.56,0.5629,16.39895,11.43,1.223,2461.873,187.44,121.31,1769731200,2026-01-30,14,52.57604484378864
MFI,Maple Leaf Foods Inc.,26.22,3.317793024,3.31,0.6065,17.161291,1.55,0.981,339.078,32.31111,18.195557,1773014400,2026-03-09,52,44.1011121561159
