code,name,close,market_capitalization,dividend_yield,payout_ratio,pe_ratio,earnings_share,beta,volume_avg_30d,52_week_high,52_week_low,ex_dividend_date,next_div_date,days_until_exdiv,pct_from_52w_low
MFI,Maple Leaf Foods Inc.,25.23,3.227987968,3.4,0.6065,16.696774,1.55,0.947,338.85,32.31111,18.764444,1773014400,2026-03-09,34,34.45642194354386
RCI.B,Rogers Communications Inc.,51.4,27.35602688,3.97,0.157,3.9560442,12.74,0.848,1673.763,56.15,32.42,1773100800,2026-03-10,35,58.544108574953725
