code,name,close,market_capitalization,dividend_yield,payout_ratio,pe_ratio,earnings_share,beta,volume_avg_30d,52_week_high,52_week_low,ex_dividend_date,next_div_date,days_until_exdiv,pct_from_52w_low
BMO,Bank of Montreal,185.94,131.513925632,3.64,0.5629,16.048952,11.44,1.223,2454.368,186.5,121.31,1769731200,2026-01-30,16,53.27672904129914
MFI,Maple Leaf Foods Inc.,24.85,3.218009856,3.41,0.6065,16.64516,1.55,0.981,330.747,32.31111,18.195557,1773014400,2026-03-09,54,36.571801566723124
